Cod_setor,Situacao_setor,V001,V060,V061,maioria
251180605000013,8,53,2,2,Mulheres
251180605000014,8,74,9,7,Homens
251180605000015,8,74,7,4,Homens
251180605000016,8,191,7,18,Homens
251180605000017,8,37,3,7,Mulheres
251180605000018,8,14,1,3,Mulheres
251180605000019,8,58,3,4,Mulheres
251190505000001,1,73,4,10,Homens
251190505000002,1,205,22,16,Homens
251190505000003,1,130,19,9,Mulheres
251190505000004,1,108,9,14,Homens
251190505000005,1,143,6,10,Homens
251190505000006,1,46,6,6,Mulheres
251190505000007,1,466,31,44,Mulheres
251190505000008,1,474,39,51,Mulheres
251190505000009,1,37,0,6,Mulheres
251190505000010,8,16,0,2,Mulheres
251190505000011,7,117,6,6,Mulheres
251190505000012,7,47,1,10,Mulheres
251190505000013,8,26,0,3,Mulheres
251190505000014,5,118,10,6,Mulheres
251190505000015,5,115,9,5,Homens
251190505000016,8,80,3,10,Homens
251190505000017,8,494,15,71,Mulheres
251190505000018,7,134,5,13,Homens
251190505000019,7,196,5,15,Homens
251190505000020,7,53,0,6,Mulheres
251190505000021,5,63,1,9,Mulheres
251190505000022,1,220,15,20,Mulheres
251190505000023,1,121,8,11,Homens
251190505000024,1,210,15,20,Mulheres
251190505000025,1,142,12,12,Mulheres
251190505000026,5,206,15,14,Homens
251190505000027,8,90,4,6,Mulheres
251190505000028,1,51,2,14,Homens
251190505000029,1,222,20,19,Homens
251190505000030,1,30,3,4,Mulheres
251190505000031,1,43,3,7,Mulheres
251190505000032,1,158,15,2,Mulheres
251190505000033,1,103,11,10,Homens
251200205000001,1,314,49,15,Homens
251200205000002,1,261,35,17,Homens
251200205000003,1,359,30,18,Homens
251200205000004,1,254,34,18,Homens
251200205000005,1,333,22,14,Homens
251200205000006,1,271,26,11,Homens
251200205000007,1,232,23,14,Homens
251200205000008,1,222,18,14,Homens
251200205000009,8,105,3,7,Mulheres
251200205000010,8,163,3,11,Homens
251200205000011,8,311,14,12,Homens
251200205000012,8,163,12,16,Mulheres
251200205000013,8,174,5,6,Mulheres
251200205000014,8,142,10,8,Mulheres
251200205000015,8,251,7,18,Homens
251200205000016,8,81,4,8,Mulheres
251200205000017,8,171,15,8,Mulheres
251200205000018,4,72,4,4,Mulheres
251200205000019,4,89,6,3,Homens
251200205000020,1,120,8,5,Homens
251200205000021,1,173,19,10,Homens
251200205000022,1,184,6,8,Mulheres
251200210000001,1,63,3,3,Mulheres
251200210000002,8,140,8,8,Mulheres
251200210000003,8,144,19,13,Homens
251203605000001,1,264,14,12,Homens
251203605000002,8,236,10,8,Mulheres
251203605000003,8,76,6,2,Homens
251203605000004,8,103,11,6,Mulheres
251203605000005,5,152,10,6,Mulheres
251203605000006,5,161,8,6,Homens
251207705000001,1,233,40,11,Homens
251207705000002,8,105,8,5,Homens
251207705000003,8,147,10,12,Mulheres
251207705000004,8,264,16,16,Mulheres
251207705000005,8,159,14,13,Homens
251207705000006,1,218,25,16,Homens
251207705000007,5,62,6,4,Homens
251210105000001,1,295,45,17,Homens
251210105000002,1,201,38,15,Homens
251210105000003,1,224,35,9,Mulheres
251210105000004,1,200,31,13,Homens
251210105000005,1,410,42,16,Homens
251210105000006,1,290,76,18,Homens
251210105000007,1,280,53,16,Homens
251210105000008,1,163,17,5,Mulheres
251210105000009,1,112,16,2,Mulheres
251210105000010,1,240,44,12,Homens
251210105000011,1,252,24,15,Homens
251210105000012,1,103,17,3,Mulheres
251210105000013,1,264,44,12,Homens
251210105000014,1,151,29,11,Homens
251210105000015,1,214,17,9,Mulheres
251210105000016,1,255,15,7,Mulheres
251210105000017,1,224,25,6,Mulheres
251210105000018,1,293,27,11,Homens
251210105000019,1,295,21,14,Homens
251210105000020,1,245,26,12,Homens
251210105000021,1,264,30,17,Homens
251210105000022,1,228,18,14,Homens
251210105000023,8,104,2,5,Mulheres
251210105000024,8,84,5,5,Mulheres
251210105000025,8,26,2,2,Mulheres
251210105000026,8,55,2,4,Mulheres
251210105000027,8,53,1,6,Mulheres
251210105000028,8,117,7,2,Homens
251210105000029,8,85,2,12,Homens
251210105000030,8,118,6,12,Homens
251210105000031,8,59,1,9,Mulheres
251210105000032,8,121,2,8,Mulheres
251210105000033,8,183,5,14,Homens
251210105000034,8,64,2,5,Mulheres
251210105000035,8,69,0,7,Mulheres
251210105000036,8,74,9,7,Homens
251210105000037,1,167,25,6,Mulheres
251210105000038,1,260,13,13,Mulheres
251210105000039,1,387,38,15,Homens
251210105000040,1,288,20,11,Homens
251210105000041,1,109,10,7,Mulheres
251210105000042,1,189,18,10,Homens
251210105000043,1,268,9,15,Homens
251210105000044,1,316,28,23,Homens
251210105000045,1,211,27,17,Homens
251210105000046,1,136,12,0,Homens
251210115000001,1,50,5,6,Mulheres
251210115000002,8,121,6,6,Mulheres
251210115000003,8,223,13,6,Mulheres
251210115000005,8,44,1,3,Mulheres
251210115000006,8,67,2,2,Mulheres
251210115000007,8,89,4,1,Homens
251220005000001,1,267,25,17,Homens
251220005000002,1,270,28,25,Homens
251220005000003,1,227,32,28,Homens
251220005000004,8,221,12,24,Mulheres
251220005000005,8,177,9,12,Homens
251230905000001,1,110,16,12,Homens
251230905000002,1,162,22,12,Homens
251230905000003,1,203,34,14,Homens
251230905000004,1,252,21,19,Homens
251230905000005,1,289,37,14,Homens
251230905000006,1,319,55,17,Homens
251230905000007,1,133,14,2,Mulheres
251230905000008,1,157,16,4,Mulheres
251230905000009,1,212,17,3,Mulheres
251230905000010,1,274,25,25,Mulheres
251230905000011,8,132,2,7,Mulheres
251230905000012,8,40,1,4,Mulheres
251230905000013,5,181,21,14,Homens
251230905000014,8,107,8,6,Homens
251230905000015,8,251,13,14,Mulheres
251230905000016,8,79,3,0,Homens
251230905000017,8,307,13,14,Mulheres
251230905000018,8,159,11,6,Mulheres
251230905000019,8,96,4,3,Homens
251230905000020,8,133,16,9,Mulheres
251230905000021,1,418,36,26,Homens
251230905000022,1,176,22,5,Mulheres
251230905000023,1,162,17,8,Mulheres
251230905000024,1,213,29,11,Homens
251230905000025,1,292,41,25,Homens
251230905000026,1,180,16,10,Homens
251230905000027,1,186,33,15,Homens
251230905000028,1,234,29,11,Homens
251230905000029,1,301,33,14,Homens
251230905000030,5,95,8,5,Homens
251230905000031,5,121,7,4,Homens
251230905000032,5,82,6,6,Mulheres
251240805000001,1,231,41,12,Homens
251240805000002,1,203,31,18,Homens
251240805000003,1,256,41,19,Homens
251240805000004,1,280,36,17,Homens
251240805000005,8,92,2,8,Mulheres
251240805000006,8,80,10,6,Mulheres
251240805000007,4,227,19,15,Homens
251240805000008,8,308,17,21,Mulheres
251240805000009,8,82,2,8,Mulheres
251240805000010,8,134,7,12,Homens
251240805000011,4,126,14,7,Mulheres
251240805000012,4,337,36,15,Homens
251240805000013,8,134,12,8,Mulheres
251240805000014,8,212,11,10,Homens
251240805000015,8,233,11,12,Mulheres
251240805000016,8,90,3,9,Mulheres
251240805000017,8,208,16,14,Homens
251240805000018,8,153,10,18,Mulheres
251240805000019,1,154,18,9,Mulheres
251240805000020,1,139,9,6,Homens
251250705000001,1,281,38,18,Homens
251250705000002,1,349,32,21,Homens
251250705000003,1,258,32,17,Homens
251250705000004,1,322,29,15,Homens
251250705000005,1,273,36,10,Homens
251250705000006,1,243,20,9,Mulheres
251250705000007,1,185,19,11,Homens
251250705000008,1,296,30,11,Homens
251250705000009,1,223,26,13,Homens
251250705000010,1,286,29,12,Homens
251250705000011,1,260,24,11,Homens
251250705000012,1,388,49,23,Homens
251250705000013,1,254,33,6,Mulheres
251250705000014,1,187,18,9,Mulheres
251250705000015,1,231,33,12,Homens
251250705000016,1,258,33,12,Homens
251250705000017,8,200,11,10,Homens
251250705000018,8,184,11,7,Mulheres
251250705000019,5,347,33,9,Mulheres
251250705000020,5,75,5,4,Homens
251250705000021,8,122,13,13,Mulheres
251250705000022,8,169,12,13,Mulheres
251250705000023,8,157,9,12,Homens
251250705000024,8,152,11,9,Mulheres
251250705000025,8,108,14,9,Mulheres
251250705000026,8,36,2,1,Homens
251250705000027,8,42,3,0,Homens
251250705000028,3,456,26,24,Homens
251250705000029,3,376,26,17,Homens
251250705000030,3,334,35,16,Homens
251250705000031,3,358,25,18,Homens
251250705000032,5,160,13,15,Mulheres
251250705000033,8,147,8,12,Homens
251250705000034,8,111,8,9,Mulheres
251250705000035,8,161,23,11,Homens
251250705000036,8,211,13,16,Mulheres
251250705000037,8,181,22,16,Homens
251250705000038,5,38,4,5,Mulheres
251250705000039,8,142,7,16,Homens
251250705000040,8,118,6,4,Homens
251250705000041,8,261,20,11,Homens
251250705000042,8,138,12,16,Mulheres
251250705000043,8,34,3,1,Homens
251250705000044,8,262,26,9,Mulheres
251250705000045,8,131,13,2,Mulheres
251250705000046,8,91,10,6,Mulheres
251250705000047,8,188,9,14,Homens
251250705000048,8,199,15,12,Homens
251250705000049,8,168,16,11,Homens
251250705000050,8,130,11,10,Homens
251250705000051,4,214,14,11,Homens
251250705000052,4,179,19,14,Homens
251250705000053,4,197,27,9,Mulheres
251250705000054,1,173,12,3,Mulheres
251250705000055,1,161,14,11,Homens
251250705000056,1,192,36,14,Homens
251250705000057,1,170,20,5,Mulheres
251250705000058,4,86,5,4,Homens
251250705000059,5,135,12,7,Mulheres
251250705000060,5,139,14,5,Mulheres
251250705000061,1,93,10,2,Mulheres
251260605000001,1,182,12,10,Homens
251260605000002,8,120,1,5,Mulheres
251260605000003,8,137,10,9,Mulheres
251270505000001,1,285,59,22,Homens
251270505000002,1,243,27,10,Homens
251270505000003,1,217,19,18,Homens
251270505000004,1,197,26,7,Mulheres
251270505000005,1,285,31,14,Homens
251270505000006,1,212,24,11,Homens
251270505000007,1,207,21,11,Homens
251270505000008,1,160,16,8,Mulheres
251270505000009,1,249,21,13,Homens
251270505000010,8,59,1,3,Mulheres
251270505000011,8,124,6,9,Mulheres
251270505000012,8,146,9,17,Homens
251270505000013,8,63,2,6,Mulheres
251270505000014,8,108,2,8,Mulheres
251270505000015,8,49,5,2,Homens
251270505000016,8,117,8,11,Homens
251270505000017,8,87,3,10,Homens
251270505000018,8,98,1,7,Mulheres
251270505000019,8,218,18,21,Mulheres
251270505000020,1,191,35,7,Mulheres
251270505000021,1,164,18,10,Homens
251270505000022,1,196,20,9,Mulheres
251270505000023,1,250,32,18,Homens
251270505000024,1,275,23,14,Homens
251270505000025,1,213,27,10,Homens
251270505000026,1,220,27,9,Mulheres
251270505000027,1,281,26,17,Homens
251270505000028,4,119,10,15,Mulheres
251272105000001,1,220,29,16,Homens
251272105000002,8,81,6,8,Mulheres
251272105000003,8,51,2,5,Mulheres
251272105000004,8,59,5,7,Mulheres
251272105000005,8,7,0,2,Mulheres
251272105000006,8,235,13,20,Mulheres
251272105000007,8,98,9,8,Homens
251272105000008,1,220,23,16,Homens
251272105000009,1,226,25,22,Homens
251272105000010,8,104,11,8,Mulheres
251272105000011,8,189,12,13,Mulheres
251272105000012,8,68,4,4,Mulheres
251272105000013,5,167,22,12,Homens
251274705000001,1,350,54,14,Homens
251274705000002,1,264,30,11,Homens
251274705000003,8,91,4,6,Mulheres
251274705000004,8,153,7,7,Mulheres
251274705000005,5,72,6,6,Mulheres
251275405000001,1,184,20,4,Mulheres
251275405000002,1,269,17,12,Homens
251275405000003,1,339,39,26,Homens
251275405000004,8,134,15,9,Mulheres
251275405000005,8,187,17,20,Mulheres
251275405000006,8,49,8,5,Homens
251275405000007,5,119,14,3,Mulheres
251276205000001,1,230,27,8,Mulheres
251276205000002,8,375,26,26,Mulheres
251276205000003,8,118,8,8,Mulheres
251276205000004,8,164,6,11,Homens
251276205000005,5,61,1,5,Mulheres
251276205000006,5,63,1,5,Mulheres
251276205000007,1,154,15,8,Mulheres
251276205000008,8,7,0,1,Mulheres
251278805000001,1,164,19,7,Mulheres
251278805000002,8,146,4,19,Homens
251278805000003,1,170,20,15,Homens
251280405000001,1,328,21,16,Homens
251280405000002,1,244,13,11,Homens
251280405000003,1,274,19,7,Mulheres
251280405000004,8,189,11,11,Mulheres
251280405000005,8,176,10,12,Mulheres
251280405000006,8,88,3,1,Homens
251280405000007,8,57,3,9,Mulheres
251280405000008,8,63,5,5,Mulheres
251280405000009,8,198,9,14,Homens
251280405000010,8,286,13,8,Mulheres
251280405000011,8,84,3,3,Mulheres
251280405000012,1,239,14,3,Mulheres
251290305000001,1,299,33,15,Homens
251290305000002,1,206,20,7,Mulheres
251290305000003,1,196,25,16,Homens
251290305000004,1,303,50,13,Homens
251290305000005,1,330,33,20,Homens
251290305000006,1,251,33,17,Homens
251290305000007,1,354,49,10,Homens
251290305000008,1,84,4,5,Mulheres
251290305000009,1,261,30,13,Homens
251290305000010,1,190,16,7,Mulheres
251290305000011,1,295,40,12,Homens
251290305000012,8,3,X,X,Mulheres
251290305000013,5,279,16,13,Homens
251290305000014,8,64,1,4,Mulheres
251290305000015,8,47,1,6,Mulheres
251290305000016,8,68,0,5,Mulheres
251290305000017,8,134,10,9,Mulheres
251290305000018,8,263,8,23,Homens
251290305000019,8,73,1,20,Mulheres
251290305000020,5,199,12,8,Mulheres
251290305000021,5,130,10,6,Mulheres
251290305000022,5,139,9,5,Homens
251290305000023,5,140,5,12,Homens
251290305000024,8,1,X,X,Mulheres
251290305000025,8,149,10,9,Mulheres
251290305000026,8,1,X,X,Mulheres
251290305000027,8,98,3,1,Homens
251290305000029,8,286,13,34,Mulheres
251290305000031,1,184,38,6,Mulheres
251290305000032,1,281,27,29,Mulheres
251290305000033,1,263,35,14,Homens
251290305000034,1,98,16,1,Homens
251290305000035,8,63,1,4,Mulheres
251290305000036,5,91,3,6,Mulheres
251290307000001,1,62,2,5,Mulheres
251290307000002,8,8,0,0,Mulheres
251290307000003,8,66,1,0,Homens
251290307000004,5,108,8,6,Homens
251290307000005,5,66,3,4,Mulheres
251290307000006,5,83,5,6,Mulheres
251290320000001,1,274,16,17,Mulheres
251290320000002,8,155,7,11,Homens
251300005000001,1,176,27,10,Homens
251300005000002,8,6,0,2,Mulheres
251300005000003,8,220,10,8,Mulheres
251300005000004,8,264,23,19,Homens
251300030000001,1,160,18,11,Homens
251300030000002,8,69,3,9,Mulheres
251300030000003,8,63,2,10,Homens
251310905000001,1,278,39,20,Homens
251310905000002,1,102,23,5,Mulheres
251310905000003,1,242,31,13,Homens
251310905000004,1,258,25,12,Homens
251310905000005,8,177,19,13,Homens
251310905000006,8,196,12,13,Mulheres
251310905000007,8,130,7,8,Mulheres
251310905000008,8,259,19,19,Mulheres
251310905000009,8,127,9,4,Homens
251310905000010,8,96,13,7,Mulheres
251310905000011,1,293,28,18,Homens
251310905000012,5,53,6,3,Homens
251310907000001,1,283,26,23,Homens
251310907000002,5,89,11,7,Mulheres
251310907000003,8,166,11,10,Homens
251310907000004,8,115,9,10,Homens
251310907000005,8,71,8,2,Homens
251310908000001,1,165,21,3,Mulheres
251310908000002,8,337,29,15,Homens
251310908000003,8,115,9,7,Homens
251315805000001,1,290,28,12,Homens
251315805000002,8,181,7,17,Homens
251315805000003,8,195,14,15,Mulheres
251315805000004,8,153,9,18,Homens
251315805000005,8,118,7,5,Homens
251315805000006,8,111,4,2,Homens
251315805000007,8,272,20,10,Homens
251315805000008,8,148,17,11,Homens
251315805000009,1,254,24,11,Homens
251315805000010,5,91,11,11,Mulheres
251320805000001,1,292,32,14,Homens
251320805000002,1,200,16,6,Mulheres
251320805000003,8,60,0,5,Mulheres
251320805000004,8,151,4,14,Homens
251320805000005,8,195,6,8,Mulheres
251320805000006,5,158,8,7,Homens
251320805000007,8,31,1,1,Mulheres
251320805000008,5,221,19,7,Mulheres
251320805000009,8,193,11,7,Mulheres
251320805000010,1,177,16,9,Mulheres
251320805000011,1,228,10,12,Mulheres
251330705000001,1,137,22,7,Mulheres
251330705000002,1,243,32,20,Homens
251330705000003,1,313,41,18,Homens
251330705000004,8,80,5,14,Homens
251330705000005,8,150,7,7,Mulheres
251330705000006,8,163,4,6,Mulheres
251330705000007,8,114,9,10,Homens
251330705000008,5,104,9,10,Homens
251330705000009,8,155,8,15,Homens
251330705000010,1,207,31,18,Homens
251335605000001,1,399,25,21,Homens
251335605000002,8,105,6,7,Mulheres
251335605000003,8,136,6,4,Homens
251335605000004,8,105,2,3,Mulheres
251335605000005,8,101,4,9,Mulheres
251335605000006,8,82,4,4,Mulheres
251340605000001,1,181,36,14,Homens
251340605000002,1,226,39,19,Homens
251340605000003,1,223,14,9,Mulheres
251340605000004,1,305,34,15,Homens
251340605000005,1,215,37,11,Homens
251340605000006,1,159,19,10,Homens
251340605000007,1,270,21,21,Mulheres
251340605000008,1,208,25,10,Homens
251340605000009,1,204,19,17,Homens
251340605000010,1,211,32,15,Homens
251340605000012,1,233,21,13,Homens
251340605000013,1,185,19,16,Homens
251340605000014,1,343,31,18,Homens
251340605000015,8,54,2,7,Mulheres
251340605000016,8,88,1,16,Mulheres
251340605000017,8,85,3,19,Homens
251340605000018,8,41,1,5,Mulheres
251340605000019,8,40,2,8,Mulheres
251340605000020,8,28,0,2,Mulheres
251340605000021,8,8,0,1,Mulheres
251340605000022,1,73,8,7,Homens
251340605000023,1,220,25,14,Homens
251340605000024,1,196,12,16,Mulheres
251340605000025,1,105,15,4,Mulheres
251340605000026,1,182,14,10,Homens
251340605000027,1,309,24,28,Mulheres
251350505000001,1,308,39,22,Homens
251350505000002,1,134,21,9,Mulheres
251350505000003,8,19,0,2,Mulheres
251350505000004,8,96,4,6,Mulheres
251350505000005,8,191,3,10,Homens
251350505000006,8,202,11,8,Mulheres
251350505000007,8,62,3,3,Mulheres
251350505000008,8,155,6,8,Mulheres
251350505000009,8,21,0,2,Mulheres
251350505000010,1,228,18,18,Mulheres
251360405000001,1,283,46,14,Homens
251360405000002,1,310,43,15,Homens
251360405000003,1,223,45,6,Mulheres
251360405000004,8,37,1,1,Mulheres
251360405000005,8,73,5,0,Homens
251360405000006,8,252,22,13,Homens
251360405000007,8,151,8,10,Homens
251360405000008,5,68,9,3,Homens
251360405000009,1,151,14,10,Homens
251360420000001,1,144,26,3,Mulheres
251360420000002,8,156,10,2,Mulheres
251360420000003,8,159,8,7,Homens
251365305000001,1,234,10,11,Mulheres
251365305000002,5,91,9,4,Homens
251365305000003,5,122,8,6,Homens
251365305000004,8,130,12,4,Mulheres
251365305000005,8,176,11,13,Mulheres
251370305000001,1,155,11,4,Mulheres
251370305000002,1,177,15,6,Mulheres
251370305000003,1,251,22,6,Mulheres
251370305000004,1,197,19,11,Homens
251370305000005,1,244,16,9,Mulheres
251370305000006,1,221,12,15,Mulheres
251370305000007,1,250,16,12,Homens
251370305000008,1,196,11,14,Mulheres
251370305000009,1,349,33,18,Homens
251370305000010,1,242,13,17,Mulheres
251370305000011,1,86,6,4,Homens
251370305000012,1,302,39,13,Homens
251370305000013,1,162,33,8,Mulheres
251370305000014,1,232,11,14,Mulheres
251370305000015,1,270,22,16,Homens
251370305000016,1,211,9,15,Homens
251370305000017,1,299,23,12,Homens
251370305000018,1,243,22,9,Mulheres
251370305000019,1,166,14,11,Homens
251370305000020,1,250,30,14,Homens
251370305000021,1,179,18,15,Homens
251370305000022,1,106,14,9,Mulheres
251370305000023,1,353,49,15,Homens
251370305000024,1,221,31,15,Homens
251370305000025,1,215,16,8,Mulheres
251370305000026,1,221,21,15,Homens
251370305000027,1,232,13,11,Homens
251370305000028,1,275,30,18,Homens
251370305000029,1,303,28,19,Homens
251370305000030,1,158,13,14,Mulheres
251370305000031,1,296,22,15,Homens
251370305000032,1,71,8,3,Homens
251370305000033,1,295,25,8,Mulheres
251370305000034,1,263,32,10,Homens
251370305000035,1,283,27,8,Mulheres
251370305000036,1,146,12,8,Mulheres
251370305000037,1,224,12,4,Mulheres
251370305000038,1,219,16,12,Homens
251370305000039,1,274,26,9,Mulheres
251370305000040,1,178,12,20,Mulheres
251370305000041,1,129,20,7,Mulheres
251370305000042,1,255,32,9,Mulheres
251370305000043,1,280,33,13,Homens
251370305000044,1,288,32,12,Homens
251370305000045,1,371,58,25,Homens
251370305000046,1,355,55,26,Homens
251370305000047,1,255,18,13,Homens
251370305000048,1,221,16,11,Homens
251370305000049,1,194,13,6,Mulheres
251370305000050,1,309,25,12,Homens
251370305000051,1,202,16,11,Homens
251370305000052,1,128,15,12,Homens
251370305000053,1,317,21,12,Homens
251370305000054,1,208,21,7,Mulheres
251370305000055,1,155,10,5,Mulheres
251370305000056,1,273,29,5,Mulheres
251370305000057,1,394,32,22,Homens
251370305000058,1,182,26,8,Mulheres
251370305000059,1,135,14,3,Mulheres
251370305000060,1,209,17,10,Homens
251370305000061,1,113,13,9,Mulheres
251370305000062,1,257,19,13,Homens
251370305000063,1,203,17,11,Homens
251370305000064,1,174,12,9,Mulheres
251370305000065,1,304,23,19,Homens
251370305000066,1,197,7,6,Homens
251370305000067,1,219,10,21,Mulheres
251370305000068,1,315,22,37,Mulheres
251370305000069,1,190,14,6,Mulheres
251370305000070,1,169,19,11,Homens
251370305000071,1,188,20,5,Mulheres
251370305000072,1,299,23,23,Mulheres
251370305000073,1,267,25,10,Homens
251370305000074,1,286,37,11,Homens
251370305000075,1,227,34,6,Mulheres
251370305000076,1,202,13,20,Mulheres
251370305000077,1,327,23,29,Mulheres
251370305000078,1,190,17,12,Homens
251370305000079,1,272,20,16,Homens
251370305000080,1,334,39,11,Homens
251370305000081,1,242,21,13,Homens
251370305000082,1,280,19,18,Homens
251370305000083,1,171,15,13,Homens
251370305000084,1,324,35,14,Homens
251370305000085,1,307,19,18,Homens
251370305000086,1,5,0,0,Mulheres
251370305000087,1,291,26,19,Homens
251370305000088,1,209,12,11,Homens
251370305000089,1,391,20,12,Homens
251370305000090,1,160,9,9,Mulheres
251370305000091,1,24,1,2,Mulheres
251370305000092,1,203,12,6,Mulheres
251370305000093,8,103,1,15,Mulheres
251370305000094,8,109,2,2,Mulheres
251370305000095,8,140,6,6,Mulheres
251370305000096,8,102,4,5,Mulheres
251370305000097,8,84,5,10,Homens
251370305000098,8,35,1,1,Mulheres
251370305000099,5,104,9,5,Homens
251370305000100,5,195,18,17,Homens
251370305000101,8,128,1,5,Mulheres
251370305000102,8,119,1,4,Mulheres
251370305000103,8,13,0,1,Mulheres
251370305000104,8,25,1,0,Homens
251370305000105,5,191,4,45,Mulheres
251370305000106,1,261,16,7,Mulheres
251370305000107,1,202,9,7,Homens
251370305000108,1,220,27,10,Homens
251370305000109,1,116,8,8,Mulheres
251370305000110,1,177,16,3,Mulheres
251370305000111,1,214,14,12,Homens
251370305000112,1,166,17,4,Mulheres
251370305000113,1,260,11,10,Homens
251370305000114,1,178,14,13,Homens
251370305000115,1,164,4,10,Homens
251370305000116,1,145,6,12,Homens
251370305000117,1,228,17,6,Mulheres
251370305000118,1,282,24,25,Mulheres
251370305000119,1,168,12,8,Mulheres
251370305000120,1,179,11,11,Mulheres
251370305000121,1,288,23,15,Homens
251370305000122,1,190,21,9,Mulheres
251370305000123,1,254,24,15,Homens
251370305000124,1,169,14,8,Mulheres
251370305000125,1,325,13,6,Mulheres
251370305000126,1,367,16,24,Mulheres
251370305000127,1,174,15,9,Mulheres
251370305000128,1,203,14,5,Mulheres
251370305000129,1,307,23,14,Homens
251370305000130,1,293,23,15,Homens
251370305000131,1,358,33,12,Homens
251370305000132,1,212,14,13,Homens
251370305000133,1,206,11,17,Mulheres
251370305000134,1,167,12,19,Mulheres
251370305000135,1,135,18,5,Mulheres
251370305000136,1,154,19,9,Mulheres
251370305000137,1,250,10,12,Mulheres
251370305000138,1,165,15,3,Mulheres
251370305000139,1,223,24,19,Homens
251370305000140,1,146,15,6,Mulheres
251370305000141,1,164,17,9,Mulheres
251370305000142,5,187,8,17,Homens
251370305000143,5,138,11,11,Mulheres
251370305000144,5,150,10,19,Mulheres
251370305000145,5,133,12,10,Homens
251370310000001,1,266,19,21,Mulheres
251370310000002,1,337,15,39,Mulheres
251370310000003,8,76,1,3,Mulheres
251370310000004,5,101,8,6,Homens
251370310000005,5,141,9,21,Homens
251370310000006,8,28,2,7,Mulheres
251370310000007,8,54,2,5,Mulheres
251370310000008,8,95,2,11,Homens
251370310000009,8,79,1,1,Mulheres
251370310000010,5,146,8,11,Homens
251370310000011,5,172,11,7,Mulheres
251370310000012,5,186,11,9,Mulheres
251370310000013,5,177,8,13,Homens
251370310000014,8,167,8,18,Homens
251370310000015,5,181,16,14,Homens
251370310000016,5,163,5,6,Mulheres
251370310000017,5,161,4,10,Homens
251370310000018,5,181,14,17,Mulheres
251370310000019,5,193,4,15,Homens
251370310000020,5,146,6,8,Mulheres
251380205000001,1,241,29,10,Homens
251380205000002,8,131,4,9,Mulheres
251380205000003,8,128,4,8,Mulheres
251380205000004,8,110,2,11,Homens
251380205000005,8,48,2,3,Mulheres
251380205000006,8,40,2,1,Homens
251380205000007,8,75,1,10,Mulheres
251380205000008,8,85,3,7,Mulheres
251380205000009,1,407,38,26,Homens
251385105000001,1,272,35,15,Homens
251385105000002,8,153,8,21,Homens
251385105000003,8,234,17,27,Mulheres
251385105000004,8,139,10,13,Mulheres
251390105000001,1,182,25,11,Homens
251390105000002,1,296,39,18,Homens
251390105000003,1,166,20,7,Mulheres
251390105000004,1,372,27,12,Homens
251390105000005,1,320,35,13,Homens
251390105000006,1,207,18,11,Homens
251390105000007,1,255,24,16,Homens
251390105000008,1,275,22,13,Homens
251390105000009,1,359,27,11,Homens
251390105000010,1,311,20,10,Homens
251390105000011,1,223,16,4,Mulheres
251390105000012,1,155,10,9,Mulheres
251390105000013,1,187,21,2,Homens
251390105000014,1,411,32,13,Homens
251390105000015,1,154,14,4,Mulheres
251390105000016,1,272,17,11,Homens
251390105000017,1,310,15,16,Mulheres
251390105000018,1,168,7,6,Homens
251390105000019,8,198,9,8,Homens
251390105000020,8,215,10,10,Mulheres
251390105000021,8,96,7,2,Homens
251390105000022,8,160,6,8,Mulheres
251390105000023,8,31,2,1,Homens
251390105000024,8,296,23,18,Homens
251390105000025,8,199,7,10,Homens
251390105000026,1,222,10,10,Mulheres
251390105000027,1,348,22,7,Mulheres
251390105000028,1,214,9,7,Homens
251390105000029,1,276,12,15,Mulheres
251390105000030,1,197,33,13,Homens
251390105000031,1,166,25,7,Mulheres
251390105000032,1,236,23,8,Mulheres
251390105000033,1,247,18,10,Homens
251390105000034,1,208,16,17,Mulheres
251390105000035,1,202,14,10,Homens
251390105000036,5,103,4,2,Homens
251390105000037,5,60,3,2,Homens
251390105000038,5,183,15,7,Mulheres
251392705000001,1,180,14,7,Mulheres
251392705000002,1,208,20,9,Mulheres
251392705000003,8,44,3,6,Mulheres
251392705000004,8,95,5,10,Homens
251392705000005,8,39,3,3,Mulheres
251392705000006,8,165,9,9,Mulheres
251392705000007,5,35,5,2,Homens
251392705000008,1,191,22,9,Mulheres
251392705000009,1,244,30,16,Homens
251394305000001,1,159,22,7,Mulheres
251394305000002,8,186,13,24,Mulheres
251394305000003,8,156,10,10,Mulheres
251394305000004,1,168,20,12,Homens
251394305000005,4,48,6,8,Mulheres
251396805000001,1,302,37,12,Homens
251396805000002,8,60,5,6,Mulheres
251396805000003,8,70,2,11,Homens
251396805000004,8,22,1,1,Mulheres
251396805000005,8,162,6,8,Mulheres
251396805000006,8,213,12,12,Mulheres
251398405000001,1,394,33,25,Homens
251398405000002,8,131,9,13,Homens
251398405000003,8,187,15,5,Mulheres
251398405000004,8,135,8,2,Homens
251398405000005,5,159,6,3,Homens
251400805000001,1,148,37,4,Mulheres
251400805000002,1,201,26,15,Homens
251400805000003,1,202,25,18,Homens
251400805000004,8,126,11,14,Mulheres
251400805000005,8,149,12,21,Mulheres
251400805000006,8,170,14,9,Mulheres
251400805000007,8,33,3,3,Mulheres
251400805000008,1,187,24,26,Mulheres
251400805000009,5,105,11,7,Mulheres
